animeID, name, genre, type, episodes, studios, source, scored, scoredBy, members
1,Cowboy Bebop,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Space']",TV,26,['Sunrise'],Original,8.81,463582,924254
5,Cowboy Bebop: Tengoku no Tobira,"['Action', 'Drama', 'Mystery', 'Sci-Fi', 'Space']",Movie,1,['Bones'],Original,8.4,132558,222007
6,Trigun,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Drama', 'Shounen']",TV,26,['Madhouse'],Manga,8.28,233183,458169
7,Witch Hunter Robin,"['Action', 'Magic', 'Police', 'Supernatural', 'Drama', 'Mystery']",TV,26,['Sunrise'],Original,7.32,34136,84940
8,Bouken Ou Beet,"['Adventure', 'Fantasy', 'Shounen', 'Supernatural']",TV,52,['Toei Animation'],Manga,7.02,5069,12297
15,Eyeshield 21,"['Action', 'Sports', 'Comedy', 'Shounen']",TV,145,['Gallop'],Manga,8.02,56520,126317
16,Hachimitsu to Clover,"['Comedy', 'Drama', 'Josei', 'Romance', 'Slice of Life']",TV,24,['J.C.Staff'],Manga,8.11,60516,186131
17,Hungry Heart: Wild Striker,"['Slice of Life', 'Comedy', 'Sports', 'Shounen']",TV,52,['Nippon Animation'],Manga,7.65,9796,18320
18,Initial D Fourth Stage,"['Action', 'Cars', 'Sports', 'Drama', 'Seinen']",TV,24,['A.C.G.T.'],Manga,8.18,49709,87160
19,Monster,"['Drama', 'Horror', 'Mystery', 'Police', 'Psychological', 'Seinen', 'Thriller']",TV,74,['Madhouse'],Manga,8.69,150252,456751
20,Naruto,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Martial Arts', 'Shounen']",TV,220,['Studio Pierrot'],Manga,7.93,828329,1271800
21,One Piece,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Drama', 'Fantasy', 'Shounen']",TV,,['Toei Animation'],Manga,8.53,536324,941750
22,Tennis no Ouji-sama,"['Action', 'Comedy', 'Sports', 'School', 'Shounen']",TV,178,['Trans Arts'],Manga,7.98,53581,122390
23,Ring ni Kakero 1,"['Action', 'Shounen', 'Sports']",TV,12,['Toei Animation'],Manga,6.49,888,3205
24,School Rumble,"['Comedy', 'Romance', 'School', 'Shounen']",TV,26,['Studio Comet'],Manga,7.99,111710,243242
25,Sunabouzu,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Sci-Fi', 'Shounen']",TV,24,['Gonzo'],Manga,7.48,38553,97893
26,Texhnolyze,"['Action', 'Sci-Fi', 'Psychological', 'Drama']",TV,22,['Madhouse'],Original,7.74,35405,153539
27,Trinity Blood,"['Action', 'Supernatural', 'Vampire']",TV,24,['Gonzo'],Light novel,7.38,63735,145140
28,Yakitate!! Japan,"['Comedy', 'Shounen']",TV,69,['Sunrise'],Manga,8,29200,70940
29,Zipang,"['Action', 'Military', 'Sci-Fi', 'Historical', 'Drama', 'Seinen']",TV,26,['Studio Deen'],Manga,7.55,4950,14338
30,Neon Genesis Evangelion,"['Action', 'Dementia', 'Drama', 'Mecha', 'Psychological', 'Sci-Fi']",TV,26,"['Gainax', 'Tatsunoko Production']",Original,8.33,473960,838933
31,Neon Genesis Evangelion: Death & Rebirth,"['Drama', 'Mecha', 'Psychological', 'Sci-Fi']",Movie,1,"['Gainax', 'Production I.G']",Original,7.5,81910,144445
32,Neon Genesis Evangelion: The End of Evangelion,"['Sci-Fi', 'Dementia', 'Psychological', 'Drama', 'Mecha']",Movie,1,"['Gainax', 'Production I.G']",Original,8.51,258080,399677
33,Kenpuu Denki Berserk,"['Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Military', 'Romance', 'Seinen', 'Supernatural']",TV,25,['OLM'],Manga,8.48,184996,360531
43,Koukaku Kidoutai,"['Action', 'Mecha', 'Police', 'Psychological', 'Sci-Fi', 'Seinen']",Movie,1,['Production I.G'],Manga,8.33,217667,401329
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,"['Action', 'Historical', 'Drama', 'Romance', 'Martial Arts', 'Samurai', 'Shounen']",OVA,4,['Studio Deen'],Manga,8.75,102359,199393
45,Rurouni Kenshin: Meiji Kenkaku Romantan,"['Action', 'Adventure', 'Comedy', 'Historical', 'Romance', 'Samurai', 'Shounen']",TV,94,"['Gallop', 'Studio Deen']",Manga,8.37,155368,327184
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,"['Samurai', 'Historical', 'Drama', 'Shounen']",Movie,1,['Gallop'],Manga,7.62,22370,40653
47,Akira,"['Action', 'Military', 'Sci-Fi', 'Adventure', 'Horror', 'Supernatural', 'Seinen']",Movie,1,['Tokyo Movie Shinsha'],Manga,8.18,249581,410535
48,.hack//Sign,"['Game', 'Sci-Fi', 'Adventure', 'Mystery', 'Magic', 'Fantasy']",TV,26,['Bee Train'],Original,7.06,66168,143501
49,Aa! Megami-sama!,"['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']",OVA,5,['AIC'],Manga,7.36,22440,42800
50,Aa! Megami-sama! (TV),"['Comedy', 'Supernatural', 'Magic', 'Romance', 'Seinen']",TV,24,['AIC'],Manga,7.4,61622,123921
51,Tenshi Kinryouku,"['Action', 'Drama', 'Romance', 'Shoujo', 'Supernatural']",OVA,3,['Hal Film Maker'],Manga,6.38,24108,41716
52,Kidou Tenshi Angelic Layer,"['Sci-Fi', 'Comedy', 'Sports', 'Drama', 'Shounen']",TV,26,['Bones'],Manga,7.3,23469,47659
53,Ai Yori Aoshi,"['Harem', 'Slice of Life', 'Comedy', 'Drama', 'Romance']",TV,24,['J.C.Staff'],Manga,7.18,42363,86234
54,Appleseed (Movie),"['Action', 'Military', 'Sci-Fi', 'Police', 'Drama', 'Mecha', 'Shounen']",Movie,1,['Digital Frontier'],Manga,7.16,35885,60467
55,Arc the Lad,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi']",TV,26,['Bee Train'],Game,6.58,4645,13099
56,Avenger,"['Adventure', 'Fantasy', 'Sci-Fi', 'Shounen']",TV,13,"['Bee Train', 'Xebec']",Original,5.95,5640,14820
57,Beck,"['Comedy', 'Drama', 'Music', 'Shounen', 'Slice of Life']",TV,26,['Madhouse'],Manga,8.35,98014,217040
58,Blue Gender,"['Adventure', 'Romance', 'Mecha', 'Military', 'Sci-Fi', 'Horror', 'Space', 'Drama']",TV,26,['AIC'],Original,7.1,22749,58268
59,Chobits,"['Sci-Fi', 'Comedy', 'Drama', 'Romance', 'Ecchi', 'Seinen']",TV,26,['Madhouse'],Manga,7.5,191696,355696
60,Chrno Crusade,"['Action', 'Demons', 'Historical', 'Romance', 'Shounen', 'Supernatural']",TV,24,['Gonzo'],Manga,7.73,84528,182426
61,D.N.Angel,"['Action', 'Comedy', 'Magic', 'Romance', 'Fantasy', 'School', 'Shoujo']",TV,26,['Xebec'],Manga,7.28,80880,154833
62,D.C.: Da Capo,"['Harem', 'Drama', 'Magic', 'Romance']",TV,26,"['feel.', 'Zexcs']",Visual novel,6.84,25484,62359
63,DearS,"['Sci-Fi', 'Harem', 'Comedy', 'Romance', 'Ecchi', 'Shounen']",TV,12,['Daume'],Manga,6.7,64020,117236
64,Rozen Maiden,"['Action', 'Comedy', 'Drama', 'Magic', 'Seinen']",TV,12,['Nomad'],Manga,7.5,79632,162761
65,Rozen Maiden: Träumend,"['Action', 'Comedy', 'Drama', 'Magic', 'Seinen']",TV,12,['Nomad'],Manga,7.71,50167,87774
66,Azumanga Daioh,"['Slice of Life', 'Comedy', 'School']",TV,26,['J.C.Staff'],4-koma manga,8.02,106590,230718
67,Basilisk: Kouga Ninpou Chou,"['Action', 'Adventure', 'Historical', 'Supernatural', 'Romance', 'Samurai', 'Fantasy']",TV,24,['Gonzo'],Manga,7.63,60294,141553
68,Black Cat,"['Adventure', 'Comedy', 'Sci-Fi', 'Shounen', 'Super Power']",TV,23,['Gonzo'],Manga,7.45,98538,206137
69,Cluster Edge,"['Action', 'Fantasy', 'Military', 'Sci-Fi']",TV,25,['Sunrise'],Original,6.43,2306,8476
71,Full Metal Panic!,"['Action', 'Military', 'Sci-Fi', 'Comedy', 'Mecha']",TV,24,['Gonzo'],Light novel,7.72,186769,365668
72,Full Metal Panic? Fumoffu,"['Action', 'Comedy', 'School']",TV,12,['Kyoto Animation'],Light novel,8.12,140523,229847
73,Full Metal Panic! The Second Raid,"['Action', 'Military', 'Mecha']",TV,13,['Kyoto Animation'],Light novel,8.01,121059,207527
74,Gakuen Alice,"['Comedy', 'School', 'Shoujo', 'Super Power']",TV,26,['Group TAC'],Manga,7.73,36827,70917
75,Soukyuu no Fafner: Dead Aggressor,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']",TV,25,['Xebec'],Original,7.34,11423,36837
76,Mahou Shoujo Lyrical Nanoha,"['Action', 'Comedy', 'Drama', 'Magic', 'Super Power']",TV,13,['Seven Arcs'],Original,7.47,34038,81692
77,Mahou Shoujo Lyrical Nanoha A's,"['Action', 'Comedy', 'Drama', 'Magic', 'Super Power']",TV,13,['Seven Arcs'],Original,8.04,27837,52707
79,Shuffle!,"['Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Seinen']",TV,24,"['Xebec', 'Asread']",Visual novel,7.18,106206,216032
80,Mobile Suit Gundam,"['Action', 'Military', 'Sci-Fi', 'Space', 'Mecha']",TV,43,['Sunrise'],Original,7.84,34572,81156
81,Mobile Suit Gundam: The 08th MS Team,"['Military', 'Sci-Fi', 'Adventure', 'Drama', 'Romance', 'Mecha']",OVA,12,['Sunrise'],Original,8.08,29252,53314
82,Mobile Suit Gundam 0080: War in the Pocket,"['Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",OVA,6,['Sunrise'],Original,7.89,19519,36337
83,Mobile Suit Gundam: The 08th MS Team - Miller's Report,"['Military', 'Sci-Fi', 'Drama', 'Romance', 'Mecha']",Movie,1,['Sunrise'],Original,6.88,5276,10407
84,Mobile Suit Gundam 0083: Stardust Memory,"['Military', 'Sci-Fi', 'Adventure', 'Space', 'Drama', 'Romance', 'Mecha']",OVA,13,['Sunrise'],Original,7.37,16323,29269
85,Mobile Suit Zeta Gundam,"['Military', 'Sci-Fi', 'Space', 'Drama', 'Romance', 'Mecha']",TV,50,['Sunrise'],Original,7.98,22198,45431
86,Mobile Suit Gundam ZZ,"['Space', 'Comedy', 'Mecha', 'Military', 'Drama', 'Sci-Fi']",TV,47,['Sunrise'],Original,6.72,12121,26176
87,Mobile Suit Gundam: Char's Counterattack,"['Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",Movie,1,"['Sunrise', 'Studio Hibari']",Novel,7.73,16656,29063
88,Mobile Suit Gundam F91,"['Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",Movie,1,['Sunrise'],Unknown,6.76,10687,19724
89,Mobile Suit Victory Gundam,"['Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",TV,51,"['Sunrise', 'Studio Deen']",Original,6.82,6648,18061
90,Mobile Suit Gundam Wing,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",TV,49,['Sunrise'],Original,7.8,65868,116250
91,Mobile Suit Gundam Wing: Endless Waltz,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",OVA,3,['Sunrise'],Original,7.83,21604,36762
92,After War Gundam X,"['Sci-Fi', 'Adventure', 'Space', 'Drama', 'Mecha']",TV,39,['Sunrise'],Original,7.36,10970,25567
93,Mobile Suit Gundam SEED,"['Action', 'Drama', 'Mecha', 'Military', 'Romance', 'Sci-Fi', 'Space']",TV,50,['Sunrise'],Original,7.85,71590,126025
94,Mobile Suit Gundam SEED Destiny,"['Action', 'Drama', 'Mecha', 'Military', 'Romance', 'Sci-Fi', 'Space']",TV,50,['Sunrise'],Original,7.28,49796,82220
95,Turn A Gundam,"['Action', 'Military', 'Sci-Fi', 'Adventure', 'Space', 'Drama', 'Romance', 'Mecha']",TV,50,"['Sunrise', 'Nakamura Production']",Original,7.73,10064,30245
96,Mobile Fighter G Gundam,"['Adventure', 'Comedy', 'Drama', 'Martial Arts', 'Mecha', 'Romance', 'Sci-Fi', 'Space', 'Sports']",TV,49,['Sunrise'],Original,7.6,26485,49229
97,Last Exile,"['Action', 'Sci-Fi', 'Adventure']",TV,26,['Gonzo'],Original,7.87,57608,136993
98,Mai-HiME,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Mecha', 'Romance', 'School', 'Shoujo Ai']",TV,26,['Sunrise'],Original,7.52,43612,94141
99,Mai-Otome,"['Comedy', 'Drama', 'Fantasy', 'Magic']",TV,26,['Sunrise'],Original,7.34,21909,43199
100,Shin Shirayuki-hime Densetsu Prétear,"['Comedy', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Shoujo', 'Super Power']",TV,13,['Hal Film Maker'],Manga,7.27,22562,48164
101,Air,"['Slice of Life', 'Supernatural', 'Drama', 'Romance']",TV,12,['Kyoto Animation'],Visual novel,7.38,125320,235952
102,Aishiteruze Baby★★,"['Comedy', 'Drama', 'Romance', 'Shoujo']",TV,26,['TMS Entertainment'],Manga,7.53,42591,81489
103,Akazukin Chacha,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Romance', 'Shoujo']",TV,74,['Gallop'],Manga,7.46,3432,10587
104,Ayashi no Ceres,"['Adventure', 'Comedy', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Romance', 'Shoujo']",TV,24,['Studio Pierrot'],Manga,7.31,21968,48209
105,Boys Be...,"['Slice of Life', 'Comedy', 'Romance', 'Shounen']",TV,13,['Hal Film Maker'],Manga,6.5,7427,18362
106,Hana yori Dango,"['Drama', 'Romance', 'School', 'Shoujo']",TV,51,['Toei Animation'],Manga,7.81,16341,40744
107,Ou Dorobou Jing,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",TV,13,['Studio Deen'],Manga,7.29,11722,30385
108,Ou Dorobou Jing in Seventh Heaven,"['Adventure', 'Fantasy', 'Psychological', 'Comedy', 'Shounen']",OVA,3,['Studio Deen'],Unknown,7.36,4815,10776
109,Bakuretsu Tenshi,"['Adventure', 'Comedy', 'Mecha', 'Sci-Fi']",TV,24,['Gonzo'],Original,6.87,25303,58241
110,Chuuka Ichiban!,"['Action', 'Comedy', 'Drama', 'Shounen']",TV,52,['Nippon Animation'],Manga,7.68,5458,13090
111,Corrector Yui,"['Sci-Fi', 'Adventure', 'Comedy', 'Magic']",TV,52,['Nippon Animation'],Original,6.89,4387,10672
112,Chou Henshin Cosprayers,"['Action', 'Ecchi', 'Adventure', 'Fantasy', 'Magic', 'Comedy', 'Super Power', 'Sci-Fi']",TV,8,"['Imagin', 'Studio Live']",Original,5.01,2423,6849
113,Uchuu no Stellvia,"['Action', 'Mecha', 'Romance', 'Sci-Fi', 'Space']",TV,26,['Xebec'],Original,7.43,7719,19337
114,Sakigake!! Cromartie Koukou,"['Comedy', 'School', 'Shounen']",TV,26,['Production I.G'],Manga,7.98,38628,98899
115,El Hazard: The Alternative World,"['Adventure', 'Comedy', 'Fantasy']",TV,13,['AIC'],Original,6.89,4001,8894
116,El Hazard: The Wanderers,"['Adventure', 'Comedy', 'Romance', 'Fantasy']",TV,26,['AIC'],Original,7.03,5435,13000
117,El Hazard: The Magnificent World,"['Adventure', 'Comedy', 'Fantasy', 'Romance']",OVA,7,['AIC'],Original,7.37,6014,13731
118,El Hazard 2: The Magnificent World,"['Adventure', 'Comedy', 'Fantasy']",OVA,4,['AIC'],Original,6.91,3492,7135
119,Final Approach,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",TV,13,['Zexcs'],Visual novel,6.61,15327,29951
120,Fruits Basket,"['Slice of Life', 'Comedy', 'Supernatural', 'Drama', 'Romance', 'Shoujo']",TV,26,['Studio Deen'],Manga,7.76,190251,342641
121,Fullmetal Alchemist,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Military', 'Shounen']",TV,51,['Bones'],Manga,8.25,573683,943217
122,Full Moon wo Sagashite,"['Music', 'Comedy', 'Supernatural', 'Drama', 'Romance', 'Shoujo']",TV,52,['Studio Deen'],Manga,8.03,34284,80106
123,Fushigi Yuugi,"['Adventure', 'Fantasy', 'Magic', 'Martial Arts', 'Comedy', 'Romance', 'Historical', 'Drama', 'Shoujo']",TV,52,['Studio Pierrot'],Manga,7.73,37244,84127
124,Fushigi Yuugi: Eikouden,"['Adventure', 'Fantasy', 'Romance', 'Drama', 'Shoujo']",OVA,4,['Studio Pierrot'],Manga,6.94,7469,14267
125,Futakoi,"['Comedy', 'Romance', 'School']",TV,13,['Telecom Animation Film'],Original,6.55,13499,29271
126,Futakoi Alternative,"['Comedy', 'Drama', 'Romance']",TV,13,"['ufotable', 'feel.', 'Studio Flag']",Original,6.96,9875,26702
127,Gate Keepers,"['Action', 'Comedy', 'Fantasy', 'Mecha', 'Sci-Fi', 'Shounen']",TV,24,['Gonzo'],Game,7.02,7449,17955
128,Gate Keepers 21,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']",OVA,6,['Gonzo'],Game,6.83,3911,8830
129,Gensoumaden Saiyuuki,"['Adventure', 'Comedy', 'Supernatural', 'Drama', 'Shounen']",TV,50,['Studio Pierrot'],Manga,7.66,15940,42124
130,Saiyuuki Reload,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Josei']",TV,25,['Studio Pierrot'],Manga,7.48,9906,25271
131,Saiyuuki Reload Gunlock,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Josei']",TV,26,['Studio Pierrot'],Manga,7.49,6459,17479
132,GetBackers,"['Action', 'Comedy', 'Drama', 'Mystery', 'Shounen', 'Super Power', 'Supernatural']",TV,49,['Studio Deen'],Manga,7.67,40369,95492
133,Green Green,"['Comedy', 'Ecchi', 'Romance', 'School', 'Slice of Life']",TV,12,['Studio Matrix'],Visual novel,6.31,56720,98931
134,Gunslinger Girl,"['Action', 'Psychological', 'Military', 'Drama', 'Sci-Fi']",TV,13,['Madhouse'],Manga,7.47,60463,144952
135,Hikaru no Go,"['Comedy', 'Game', 'Shounen', 'Supernatural']",TV,75,['Studio Pierrot'],Manga,8.15,44418,96648
136,Hunter x Hunter,"['Action', 'Adventure', 'Super Power', 'Fantasy', 'Shounen']",TV,62,['Nippon Animation'],Manga,8.45,144969,299699
137,Hunter x Hunter: Yorkshin City Kanketsu-hen,"['Action', 'Adventure', 'Super Power', 'Shounen']",OVA,8,['Nippon Animation'],Manga,8.35,46708,83742
138,Hunter x Hunter: Greed Island,"['Action', 'Adventure', 'Super Power', 'Fantasy', 'Shounen']",OVA,8,['Nippon Animation'],Manga,8.26,52789,91089
139,Hunter x Hunter: Greed Island Final,"['Action', 'Adventure', 'Super Power', 'Fantasy', 'Shounen']",OVA,14,['Nippon Animation'],Manga,8.32,50920,88975
141,Jinki:Extend,"['Mecha', 'Sci-Fi']",TV,12,['feel.'],Manga,6.19,3409,9193
142,Kamikaze Kaitou Jeanne,"['Adventure', 'Comedy', 'Demons', 'Drama', 'Fantasy', 'Magic', 'Mystery', 'Romance', 'Shoujo']",TV,44,['Toei Animation'],Manga,7.51,20867,40908
143,Kannazuki no Miko,"['Supernatural', 'Drama', 'Magic', 'Romance', 'Mecha', 'Shounen', 'Shoujo Ai']",TV,12,['TNK'],Manga,6.96,23736,54957
144,Kanon,"['Drama', 'Romance', 'Slice of Life', 'Supernatural']",TV,13,['Toei Animation'],Visual novel,7.18,21529,51233
145,Kareshi Kanojo no Jijou,"['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Slice of Life']",TV,26,"['Gainax', 'J.C.Staff']",Manga,7.64,54048,144031
146,Kono Minikuku mo Utsukushii Sekai,"['Sci-Fi', 'Comedy', 'Drama', 'Magic', 'Romance', 'Ecchi']",TV,12,"['Gainax', 'Shaft']",Original,6.83,24397,50606
147,Kimi ga Nozomu Eien,"['Drama', 'Romance', 'Slice of Life']",TV,14,['Studio Fantasia'],Visual novel,7.31,56638,114456
148,Kita e.: Diamond Dust Drops,"['Drama', 'Romance', 'Slice of Life']",TV,12,['Studio Deen'],Visual novel,6.69,2054,7236
149,Loveless,"['Action', 'Mystery', 'Supernatural', 'Drama', 'Romance', 'Fantasy', 'Josei', 'Shounen Ai']",TV,12,['J.C.Staff'],Manga,7.03,54696,109063
150,Blood+,"['Action', 'Military', 'Mystery', 'Horror', 'Supernatural', 'Drama', 'Vampire']",TV,50,['Production I.G'],Original,7.73,118040,283536
151,Re: Cutey Honey,"['Action', 'Sci-Fi', 'Comedy', 'Ecchi', 'Shoujo Ai']",OVA,3,"['Gainax', 'Toei Animation']",Manga,7.14,7670,19627
152,Solty Rei,"['Action', 'Sci-Fi', 'Super Power']",TV,24,['Gonzo'],Original,7.32,9822,23582
153,Juuni Kokuki,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Supernatural']",TV,45,['Studio Pierrot'],Novel,8.1,32208,98651
154,Shaman King,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Drama', 'Shounen']",TV,64,['Xebec'],Manga,7.82,136020,251701
155,X/1999,"['Action', 'Drama', 'Fantasy', 'Horror', 'Magic', 'Sci-Fi', 'Supernatural']",Movie,1,['Madhouse'],Manga,6.64,15329,28444
156,X,"['Action', 'Super Power', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shoujo']",TV,24,['Madhouse'],Manga,7.5,28436,63750
157,Mahou Sensei Negima!,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School', 'Shounen', 'Super Power', 'Supernatural']",TV,26,['Xebec'],Manga,7.05,49699,108559
158,Maria-sama ga Miteru,"['Slice of Life', 'Drama', 'Romance', 'Shoujo', 'Shoujo Ai']",TV,13,['Studio Deen'],Light novel,7.41,15651,46995
159,Boukyaku no Senritsu,"['Adventure', 'Fantasy', 'Horror', 'Mecha', 'Psychological', 'Sci-Fi', 'Shounen', 'Space', 'Supernatural']",TV,24,"['Gainax', 'J.C.Staff']",Manga,6.38,4895,15473
160,"Ima, Soko ni Iru Boku","['Adventure', 'Drama', 'Fantasy', 'Military', 'Sci-Fi']",TV,13,['AIC'],Original,7.71,28885,90663
161,Peace Maker Kurogane,"['Action', 'Comedy', 'Historical', 'Samurai', 'Shounen']",TV,24,['Gonzo'],Manga,7.38,18905,45813
162,Pita Ten,"['Comedy', 'Fantasy', 'Kids', 'Romance', 'School', 'Shounen']",TV,26,['Madhouse'],Manga,7.01,8264,19026
163,Power Stone,"['Adventure', 'Comedy', 'Fantasy', 'Historical', 'Shounen']",TV,26,['Studio Pierrot'],Game,6.53,2763,5788
164,Mononoke Hime,"['Action', 'Adventure', 'Fantasy']",Movie,1,['Studio Ghibli'],Original,8.78,417008,652966
165,RahXephon,"['Action', 'Drama', 'Mecha', 'Music', 'Mystery', 'Psychological', 'Romance', 'Sci-Fi']",TV,26,['Bones'],Original,7.48,33957,89392
166,Samurai 7,"['Historical', 'Mecha', 'Samurai', 'Sci-Fi']",TV,26,['Gonzo'],Other,7.55,48349,97902
167,Scrapped Princess,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mecha', 'Sci-Fi', 'Shounen']",TV,24,['Bones'],Light novel,7.46,31165,75531
168,s.CRY.ed,"['Action', 'Sci-Fi', 'Adventure', 'Super Power', 'Drama']",TV,26,['Sunrise'],Original,7.42,31638,67028
169,Shingetsutan Tsukihime,"['Action', 'Horror', 'Mystery', 'Romance', 'Super Power', 'Supernatural', 'Vampire']",TV,12,['J.C.Staff'],Visual novel,6.99,55790,121697
170,Slam Dunk,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",TV,101,['Toei Animation'],Manga,8.53,68193,149635
171,Strange Dawn,"['Adventure', 'Drama', 'Fantasy']",TV,13,['Hal Film Maker'],Original,6.5,944,3361
173,Tactics,"['Mystery', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Drama', 'Shounen']",TV,25,['Studio Deen'],Manga,7.28,11367,33952
174,Tenjou Tenge,"['Action', 'Ecchi', 'Martial Arts', 'Comedy', 'Super Power', 'School', 'Shounen']",TV,24,['Madhouse'],Manga,7.02,70302,140690
175,Tokyo Underground,"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'Shounen', 'Super Power']",TV,26,['Studio Pierrot'],Manga,6.67,9188,23189
176,Triangle Heart: Sweet Songs Forever,"['Adventure', 'Romance']",OVA,4,['Seven Arcs'],Unknown,6.22,2254,5634
177,Tsubasa Chronicle,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Romance', 'Supernatural', 'Shounen']",TV,26,['Bee Train'],Manga,7.61,75508,177260
178,Ultra Maniac,"['Comedy', 'Magic', 'Romance', 'School', 'Shoujo']",TV,26,['Production Reed'],Manga,7.24,10406,25053
179,Ultra Maniac OVA,"['Comedy', 'Magic', 'Romance', 'School']",OVA,1,['Production Reed'],Unknown,6.74,2069,4659
180,Vandread,"['Action', 'Ecchi', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",TV,13,['Gonzo'],Original,7.26,36417,67593
181,Vandread: The Second Stage,"['Action', 'Ecchi', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",TV,13,['Gonzo'],Original,7.48,26982,44294
182,Tenkuu no Escaflowne,"['Adventure', 'Fantasy', 'Mecha', 'Psychological', 'Romance', 'Shoujo']",TV,26,['Sunrise'],Original,7.75,50982,114370
183,Whistle!,"['School', 'Shounen', 'Sports']",TV,39,['Studio Comet'],Manga,7.47,5024,10789
184,Xenosaga The Animation,"['Action', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']",TV,12,['Toei Animation'],Game,6.42,6892,16694
185,Initial D First Stage,"['Action', 'Cars', 'Drama', 'Seinen', 'Sports']",TV,26,"['Gallop', 'Studio Comet']",Manga,8.3,82320,162744
186,Initial D Second Stage,"['Action', 'Cars', 'Sports', 'Drama', 'Seinen']",TV,13,['Pastel'],Manga,8.16,61860,99043
187,Initial D Third Stage,"['Action', 'Cars', 'Sports', 'Drama', 'Romance', 'Seinen']",Movie,1,['Studio Deen'],Manga,7.95,52531,83700
189,Love Hina,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen', 'Slice of Life']",TV,24,['Xebec'],Manga,7.21,108362,202925
190,Love Hina Again,"['Comedy', 'Drama', 'Ecchi', 'Romance', 'Shounen']",OVA,3,['Xebec'],Manga,7.3,45210,72128
191,Love Hina Christmas Special: Silent Eve,"['Slice of Life', 'Comedy', 'Romance']",Special,1,['Xebec'],Manga,7.39,32108,50791
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,"['Adventure', 'Comedy', 'Romance']",Special,1,['Xebec'],Unknown,7.26,28522,45930
193,Maburaho,"['Comedy', 'Drama', 'Ecchi', 'Harem', 'Magic', 'Romance', 'School']",TV,24,['J.C.Staff'],Light novel,6.88,39613,78281
194,Macross Zero,"['Adventure', 'Mecha', 'Military', 'Sci-Fi', 'Shounen']",OVA,5,['Satelight'],Original,7.6,15873,30313
195,Onegai☆Teacher,"['Sci-Fi', 'Comedy', 'Drama', 'Romance', 'School']",TV,12,['Daume'],Original,7.26,74234,131967
196,Onegai☆Twins,"['Comedy', 'Drama', 'Harem', 'School', 'Sci-Fi']",TV,12,['Daume'],Original,6.95,41617,71833
197,Rizelmine,"['Sci-Fi', 'Comedy', 'Romance', 'Ecchi', 'School']",TV,24,"['Madhouse', 'Imagin']",Manga,6.59,8477,20379
198,Speed Grapher,"['Action', 'Mystery', 'Super Power']",TV,24,['Gonzo'],Original,7.41,32187,86704
199,Sen to Chihiro no Kamikakushi,"['Adventure', 'Supernatural', 'Drama']",Movie,1,['Studio Ghibli'],Original,8.9,626444,907474
