animeID, name, genre, type, episodes, studios, source, scored, scoredBy, members
37511,Kedamono Damono,"['Music', 'Demons']",Music,1,[],Original,6.18,511,1371
37514,Made in Abyss Movie 1: Tabidachi no Yoake,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",Movie,1,['Kinema Citrus'],Web manga,8.17,1998,34914
37515,Made in Abyss Movie 2: Hourou Suru Tasogare,"['Sci-Fi', 'Adventure', 'Mystery', 'Drama', 'Fantasy']",Movie,1,['Kinema Citrus'],Web manga,8.31,1357,32845
37516,City Hunter Movie: Shinjuku Private Eyes,"['Action', 'Mystery', 'Comedy', 'Shounen']",Movie,1,['Sunrise'],Manga,7.53,618,5588
37517,Happy Sugar Life,"['Drama', 'Horror', 'Psychological', 'Shounen']",TV,12,['Ezόla'],Manga,7.02,45748,115808
37520,Dororo,"['Action', 'Adventure', 'Historical', 'Demons', 'Supernatural', 'Samurai', 'Shounen']",TV,24,"['Tezuka Productions', 'MAPPA']",Manga,8.23,157334,381200
37521,Vinland Saga,"['Action', 'Adventure', 'Historical', 'Drama', 'Seinen']",TV,24,['Wit Studio'],Manga,8.61,65126,271054
37522,Pet,"['Mystery', 'Psychological', 'Supernatural', 'Seinen']",TV,,['Geno Studio'],Manga,,0,23684
37525,Babylon,"['Mystery', 'Psychological', 'Thriller']",TV,12,['Revoroot'],Novel,7.79,8078,60798
37527,Nameless Flipbook,['Dementia'],ONA,1,[],Original,5.41,81,164
37528,Decadence: Remix,"['Military', 'Music']",Music,1,[],Music,5.37,70,133
37529,Kabushikigaisha OPT Shinsotsu Saiyou Movie,"['Music', 'Slice of Life']",ONA,1,[],Original,5.68,47,114
37530,Miyako,['Psychological'],ONA,1,[],Other,6.23,81,174
37531,Suicide Ballad,"['Music', 'Supernatural', 'Drama']",Music,1,[],Music,6.53,129,214
37532,Random (web edit ver.),['Music'],Music,1,[],Original,5.79,58,121
37533,Kurou Shiro,['Music'],Music,1,[],Original,6.01,54,107
37534,Sagashimono,['Music'],Music,1,[],Original,5.61,152,266
37535,Asunal Kanayama,['Slice of Life'],Special,2,[],Original,5.39,59,129
37536,Maware Toro-Ika,"['Music', 'Kids']",Music,1,[],Original,5.14,35,77
37537,Sobakasu,['Music'],Music,1,[],Music,5.82,542,1291
37538,Junai Rhapsody,['Music'],Music,1,[],Visual novel,5.64,58,125
37539,History of Les Merveilleuses: Brand Movie,['Historical'],ONA,1,[],Other,4.35,43,107
37540,Kami no Ue no Pilot,['Music'],Music,1,[],Original,5.91,51,95
37541,Kimi no Iru Basho,"['Sci-Fi', 'Music']",Music,1,[],Original,6.11,116,229
37542,Kami nomi Kakushi,['Music'],Music,1,[],Original,6.01,52,118
37543,Iryou Keiei Consultant,"['Music', 'Slice of Life']",ONA,1,[],Original,5.76,52,136
37544,Bucket no Naka no Kaka,['Fantasy'],ONA,1,[],Original,5.66,57,120
37545,Amakage,"['Music', 'Fantasy']",ONA,1,[],Original,5.62,104,210
37546,Jirijiri Moyou no Ryuuryuu Tenten,['Fantasy'],ONA,1,[],Original,5.79,59,118
37547,Onikiri Shoujo,"['Action', 'Samurai']",ONA,1,[],Original,5.19,79,160
37548,Metroid Short Animation,['Sci-Fi'],ONA,1,[],Game,5.97,123,245
37549,Uchiko no Mama to Okaasan,['Thriller'],ONA,1,[],Original,5.33,79,158
37550,Gingirl,['Space'],ONA,1,[],Original,5.3,83,169
37551,Onikiri Musume Saisen,"['Action', 'Samurai']",ONA,1,[],Original,6.39,145,306
37552,Minion,"['Music', 'Slice of Life', 'Fantasy']",ONA,3,[],Original,5.64,67,139
37553,Bytheway Dance,['Music'],Music,1,[],Original,5.69,98,194
37554,Yousei Tin Tin,"['Slice of Life', 'Comedy', 'Fantasy']",ONA,20,[],Original,5.85,13,96
37555,Hangyakusei Million Arthur,"['Action', 'Adventure', 'Fantasy', 'Magic']",TV,10,['J.C.Staff'],Game,6.23,2963,18636
37559,Oretacha Youkai Ningen G,"['Demons', 'Horror', 'Parody']",TV,26,['DLE'],Original,4.34,35,352
37560,Mannaka no Rikkun@Kin Tele,"['Comedy', 'Seinen']",TV,12,['Sakura Create'],Manga,5.31,13,297
37561,Akanesasu Shoujo,"['Action', 'School', 'Sci-Fi']",TV,12,"['DandeLion Animation Studio', 'Jumonji']",Original,6.54,7248,25195
37562,Robot Girls Neo,"['Comedy', 'Parody', 'Mecha']",ONA,3,['Toei Animation'],Original,5.88,54,1116
37563,Di Wang Gong Lue,"['Adventure', 'Mystery', 'Historical', 'Drama', 'Martial Arts', 'Shounen Ai']",ONA,20,[],Novel,6.61,415,3796
37564,Wo De Ni Tian Shen Qi,"['Adventure', 'Comedy', 'Supernatural', 'Magic', 'Romance', 'Fantasy']",ONA,16,"['Haoliners Animation League', 'Pb Animation Co. Ltd.']",Web manga,6.62,1164,7465
37566,Qin Shi Ming Yue: Yi Zhe Ru Shi,"['Drama', 'Historical']",ONA,1,['Sparkly Key Animation Studio'],Novel,6.62,37,252
37569,Sirius,"['Action', 'Historical', 'Supernatural', 'Vampire']",TV,12,['P.A. Works'],Original,7.17,43993,116911
37571,Senjuushi,"['Action', 'Military']",TV,12,['TMS Entertainment'],Game,4.98,1390,9991
37576,Majutsushi Orphen Hagure Tabi,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Magic', 'Martial Arts']",TV,,['Studio Deen'],Light novel,,0,9971
37577,Hibike! Euphonium Movie: Photo Session e Youkoso,['Comedy'],Movie,3,['Kyoto Animation'],Unknown,5.96,191,1645
37578,Planet With,"['Action', 'Mecha', 'Sci-Fi']",TV,12,['J.C.Staff'],Original,7.34,16210,41579
37579,Tonari no Kyuuketsuki-san,"['Comedy', 'Shoujo Ai', 'Slice of Life', 'Supernatural', 'Vampire']",TV,12,"['Studio Gokumi', 'AXsiZ']",4-koma manga,7.17,21676,58761
37582,Juushinki Pandora 0,"['Sci-Fi', 'Mecha']",Special,1,['Satelight'],Original,5.94,49,660
37584,Bakumatsu,"['Action', 'Historical', 'Samurai']",TV,12,['Studio Deen'],Game,5.85,2263,14787
37585,Yarichin☆Bitch-bu,"['Comedy', 'School', 'Yaoi']",OVA,2,['GRIZZLY'],Manga,7.23,4087,14608
37586,Kaijuu Girls Kuro: Ultra Kaijuu Gijinka Keikaku,"['Comedy', 'Fantasy', 'Parody']",Movie,1,[],Original,6.24,73,2454
37587,Lapis Re:LiGHTs,['Music'],TV,,[],Original,,0,940
37588,Denwa Kakumei Naisen,['Music'],Music,1,[],Original,4.77,31,61
37589,Ano Hi no Kanojo-tachi,['Slice of Life'],ONA,,['CloverWorks'],Original,6.72,359,2177
37590,Devilman: Crybaby - Digest Eizou,"['Action', 'Demons', 'Horror', 'Supernatural']",ONA,1,['Science SARU'],Manga,5.95,829,4104
37591,Houkago Midnighters: Short Movies Season 2,"['Fantasy', 'Kids']",OVA,1,[],Unknown,6.13,15,119
37594,Present (Music),['Music'],Music,1,[],Original,5.67,72,126
37595,Cardcaptor Sakura: Clear Card-hen Recap,"['Adventure', 'Comedy', 'Magic', 'Romance', 'Fantasy', 'Shoujo']",Special,1,[],Manga,7.1,904,3360
37596,Poputepipikku TV Special,"['Comedy', 'Parody', 'Dementia']",Special,2,[],4-koma manga,7.52,4882,17756
37597,Dakaretai Otoko 1-i ni Odosarete Imasu.,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",TV,13,['CloverWorks'],Manga,7.48,15244,38978
37598,Phantom in the Twilight,"['Action', 'Supernatural', 'Vampire']",TV,12,['LIDENFILMS'],Original,6.49,7105,27809
37599,Magatsu Wahrheit,"['Action', 'Magic', 'Fantasy']",Unknown,,[],Game,,0,398
37600,Frame Arms Girl Movie: Kyakkya Ufufu na Wonderland,"['Action', 'Sci-Fi', 'Slice of Life', 'Mecha']",Movie,,"['Zexcs', 'Studio A-CAT']",Other,5.88,92,3556
37601,Lord of Vermilion: Guren no Ou,"['Action', 'Fantasy']",TV,12,"['Asread', 'Tear Studio']",Game,5.41,5841,28324
37602,Na mo Nai Mainichi,"['Music', 'Drama']",Music,1,[],Original,5.55,47,97
37603,Sayonara no Kawari ni 2013,['Music'],Music,1,[],Original,4.76,49,93
37604,So Long!,['Music'],Music,1,[],Original,5.49,45,97
37605,Yume no Kawa,['Music'],Music,1,[],Original,5.38,34,84
37606,First Rabbit,['Music'],Music,1,[],Original,5.67,51,105
37607,Shounen to Mahou no Robot,"['Sci-Fi', 'Music', 'Kids', 'Magic']",Music,1,[],Original,6.24,77,134
37608,Renai Saiban,"['Music', 'Romance']",Music,1,[],Original,6.19,130,235
37609,Yumekui Shirokuro Baku,"['Music', 'Demons']",Music,1,[],Original,5.8,59,129
37610,Nemurihime,['Music'],Music,1,[],Original,5.73,56,113
37611,Future Card Buddyfight Battsu: All-Star Fight,['Game'],TV,8,"['Xebec', 'OLM']",Card game,6.72,293,869
37614,Hitoribocchi no Marumaru Seikatsu,"['Comedy', 'School', 'Shounen', 'Slice of Life']",TV,12,['C2C'],4-koma manga,7.62,38196,93124
37616,Ten Count,"['Drama', 'Romance', 'Shounen Ai']",TV,,[],Manga,,0,10649
37618,Meng Qi Shi Shen,"['Adventure', 'Comedy', 'Historical', 'Drama', 'Romance', 'Shoujo']",ONA,12,['Wawayu Animation'],Novel,7.4,2061,6400
37619,CMFU Xueyuan: Wangzi Peng Peng Qiu,"['Romance', 'School', 'Sports']",ONA,24,['Shanghai Foch Film Culture Investment'],Novel,6.45,198,3064
37620,CMFU Xueyuan: Shenshi Ji Jijian,"['Sports', 'Romance', 'School']",ONA,24,['Shanghai Foch Film Culture Investment'],Novel,6.54,26,828
37621,Karakai Jouzu no Takagi-san OVA,"['Comedy', 'Romance', 'School', 'Shounen', 'Slice of Life']",OVA,1,['Shin-Ei Animation'],Manga,7.53,19030,38662
37622,Ninja Batman x Poputepipikku Kindan no Collab CM,"['Parody', 'Samurai']",Special,1,[],Other,6.17,1347,4349
37623,Chiisana Eiyuu: Kani to Tamago to Toumei Ningen,"['Action', 'Adventure', 'Drama', 'Fantasy']",Movie,3,['Studio Ponoc'],Original,7.09,2868,8125
37626,"""R100"" x Mameshiba Original Manners",['Comedy'],ONA,1,[],Other,5.41,91,210
37630,Washimo 6th Season,"['Sci-Fi', 'Slice of Life', 'Comedy', 'Kids', 'School']",TV,42,[],Picture book,5.78,9,98
37639,Lose It,['Music'],Music,3,[],Original,5.41,53,105
37640,Kaishain vs. Credit Card Kachou: CreCar no Rule Shitteru kai?,['Comedy'],ONA,,[],Original,6.1,10,105
37641,Yin Yang Shi: Ping An Wu Yu,"['Slice of Life', 'Comedy', 'Historical', 'Demons', 'Supernatural']",ONA,12,"['Blade', 'Thundray']",Game,6.75,171,1223
37642,Huan Jing Nuo De Lin,"['Action', 'Fantasy', 'Mecha']",ONA,1,[],Original,6.19,27,156
37643,Xiong Bing Lian,"['Action', 'Military', 'Sci-Fi', 'Mystery', 'Space', 'Supernatural', 'Mecha']",ONA,33,[],Original,6.39,57,638
37644,Yuuyake Dandan: Manner Movies,['Comedy'],Special,2,['Dynamo Pictures'],Unknown,5.14,22,80
37646,Hataraku Onii-san! no 2!,"['Comedy', 'Slice of Life']",TV,11,"['Fanworks', 'Tomovies']",Original,6.41,954,2198
37647,Chibi Airin no Yuruyaka na Nichijou,"['Slice of Life', 'Comedy']",ONA,24,[],Manga,6.09,11,124
37651,Fate/Extra: Last Encore - Illustrias Tendousetsu,"['Action', 'Fantasy', 'Magic']",TV,3,['Shaft'],Game,6.68,14857,31800
37653,Caribadix 2nd Season,"['Music', 'Comedy']",TV,39,[],Original,5.25,16,190
37655,Sword Gai The Animation Part II,"['Action', 'Supernatural', 'Seinen']",ONA,12,"['Production I.G', 'DLE']",Manga,6.04,5064,10973
37657,Gakuen Basara,"['Action', 'Comedy', 'School']",TV,12,"[""Brain's Base""]",Game,6.19,1890,12720
37661,Wo Shi Na Zha,"['Kids', 'Fantasy']",Movie,1,[],Unknown,6.44,25,118
37662,Shinya! Tensai Bakabon,"['Slice of Life', 'Comedy']",TV,12,['Pierrot Plus'],Manga,6.08,723,2461
37663,God Eater Reso Nantoka Gekijou: Nagerareta Shokupan,"['Fantasy', 'Military', 'Parody', 'Sci-Fi']",Special,1,"['Passione', 'Creators in Pack']",Game,5.89,498,4605
37664,Sukoyaka Oyako 21 x Taka no Tsume Dan,"['Drama', 'Parody', 'Slice of Life']",ONA,5,['DLE'],Original,5.05,40,206
37665,Yoshida no Time Slip Fumai-kou,"['Historical', 'Parody']",ONA,3,['DLE'],Original,4.49,45,176
37666,3-bu de Wakaru Koizumi Yakumo no Kaidan,"['Historical', 'Horror', 'Parody', 'Supernatural']",ONA,7,[],Book,5.48,54,199
37667,Heisei Matsue Kaidan,"['Horror', 'Parody', 'Supernatural']",ONA,7,['DLE'],Original,4.94,36,143
37668,Medama Oyaji no April Fools',"['Demons', 'Parody']",Special,3,['Toei Animation'],Manga,5.34,127,544
37669,Taiyou to Tsuki no Kodomo-tachi,"['Music', 'Kids']",Music,1,[],Original,4.95,38,83
37670,Taiyou to Tsuki no Kodomo-tachi (2018),['Music'],Music,1,[],Original,5.52,50,101
37671,Neeko ga Vtuber Shite Mita,['Slice of Life'],ONA,4,[],Web manga,5.39,113,671
37672,Toji no Miko Recap,"['Action', 'Fantasy']",Special,1,['Studio Gokumi'],Original,6.34,1070,2609
37675,Overlord III,"['Action', 'Magic', 'Fantasy', 'Game', 'Supernatural']",TV,13,['Madhouse'],Light novel,8.09,195789,344847
37678,Aware! Meisaku-kun: Short Douga,"['Comedy', 'Parody']",ONA,1,['Pie in the sky'],Original,3.85,46,161
37679,Nanatsu-iro REALiZE,['Music'],Music,1,[],Game,6.78,253,516
37680,Onihei Pilot,"['Historical', 'Seinen']",Special,1,[],Novel,5.91,68,378
37682,Wakaokami wa Shougakusei! Movie,"['Comedy', 'Slice of Life', 'Supernatural']",Movie,1,"['Madhouse', 'DLE']",Novel,7.61,1401,5029
37683,The Starry Night,['Music'],Music,1,[],Original,5.52,61,127
37684,"Susume, Karolina.",['Game'],ONA,1,['Studio Colorido'],Other,6.53,504,1168
37686,Pugpug,['Kids'],TV,4,[],Original,6.67,9,62
37687,Mr. Bond,"['Police', 'Kids']",Special,1,[],Novel,5.45,11,59
37688,Ousama no Takaramono,"['Kids', 'Music']",Music,1,[],Original,4.28,25,65
37689,Nikukyuu no Uta,"['Kids', 'Music']",Music,1,[],Original,4.7,23,65
37690,Fure! Fure! Daijoubu!,"['Kids', 'Music']",Music,1,[],Original,5.06,47,91
37691,Boer no Mori e,"['Kids', 'Music']",Music,1,[],Original,4.21,34,80
37692,Tousan no Kiteki,"['Kids', 'Music']",Music,1,[],Original,5.78,53,112
37693,Oyashirazu,"['Kids', 'Music']",Music,1,[],Original,5.06,36,95
37694,Konchuu Ninja,"['Kids', 'Music']",Music,1,[],Original,4.86,22,63
37695,Pa Para Papa,"['Cars', 'Kids', 'Music']",Music,1,[],Original,5.26,53,114
37696,Ojiisan no Densha,"['Kids', 'Music']",Music,1,[],Original,4.78,36,82
37698,Ukkari Pénélope (2017),"['Kids', 'Slice of Life']",TV,13,[],Picture book,6.37,19,79
37703,Megalo Box Specials,"['Action', 'Drama', 'Shounen', 'Slice of Life', 'Sports']",Special,3,['TMS Entertainment'],Original,6.44,452,8612
37704,High School Fleet Movie,"['Action', 'Military', 'School']",Movie,1,['A-1 Pictures'],Original,,0,5793
37706,Akuma no Kimuraa-hen,"['Demons', 'Parody']",Special,1,['HOTZIPANG'],Original,6.66,615,1386
37710,IDOLiSH7 Tokubetsu Bangumi: Kimi to Furikaeranaito!,['Music'],Special,1,['TROYCA'],Game,6.7,218,1257
37711,Koi to Uso OVA,"['Drama', 'Romance', 'School']",OVA,2,['LIDENFILMS'],Manga,6.5,3684,19172
37714,Shin Manga Naruhodo Monogatari,['Kids'],TV,40,[],Unknown,6.14,22,85
37716,Beelzebub-jou no Okinimesu mama.,"['Comedy', 'Demons', 'Fantasy', 'Romance', 'Shounen']",TV,12,['LIDENFILMS'],4-koma manga,7.32,15051,44500
37717,"Oam Monogatari: Sono Natsu, Watashi ga Shitta koto",['Historical'],ONA,1,[],Book,5.89,113,666
37719,High School DxD Hero: Taiikukan-ura no Holy,"['Action', 'Comedy', 'Demons', 'Ecchi', 'Harem', 'Romance', 'School']",Special,1,['Passione'],Light novel,6.93,21620,42772
37720,Dandy Hitsuji Shitsuji,"['Music', 'Kids']",Music,1,[],Original,4.51,37,79
37721,Mado (Music),"['Kids', 'Music']",Music,1,[],Original,5.4,35,103
37722,Uchi no Maid ga Uzasugiru!,"['Slice of Life', 'Comedy', 'Shoujo Ai']",TV,12,['Doga Kobo'],Manga,7.1,27974,69179
37723,Rokudou Juku,['Music'],Special,1,[],Original,5.21,70,174
37729,Akuma no Organ,"['Music', 'Horror', 'Demons']",Music,1,[],Music,5.12,64,123
37730,Haiku Kuma Ana ni Iru,['Music'],Music,1,[],Unknown,4.09,32,72
37731,Oh Baby Plus,"['Sci-Fi', 'Music']",Music,1,[],Music,4.11,35,61
37732,Ruby,['Music'],Music,1,[],Music,4.33,27,60
37733,Caligula (Music),['Music'],Music,1,[],Music,4.89,44,98
37734,Higan,['Music'],Music,1,[],Music,4.63,32,64
37735,Aru Zombie Shoujo no Sainan (ONA),"['Action', 'Horror', 'Supernatural']",ONA,1,"['Gonzo', 'Stingray']",Novel,5.45,3658,8708
37736,Rang Wo Men Shao Ba,"['Comedy', 'Psychological', 'Magic', 'School']",ONA,2,[],Original,6.01,551,3343
37737,Mu Wang Zhi Wang: Qi Lin Jue,"['Action', 'Historical', 'Martial Arts', 'Mystery', 'Romance']",ONA,20,[],Original,7.4,35,292
37739,Future Card Shin Buddyfight,['Game'],TV,47,"['Xebec', 'OLM']",Card game,6.7,271,1132
37740,Bai Ye Ling Long,"['Magic', 'Romance', 'School', 'Shoujo']",ONA,25,['Seven Stone Entertainment'],Manga,6.62,216,2035
37742,Chainsaw Maid Episode 0,"['Comedy', 'Horror', 'Supernatural', 'Thriller']",Special,1,[],Original,4.99,286,504
37744,Isekai Cheat Magician,"['Action', 'Adventure', 'Fantasy']",TV,12,['Encourage Films'],Light novel,5.53,43111,117072
37747,Ame-iro Cocoa: Side G,"['Slice of Life', 'Comedy']",TV,12,['EMT Squared'],Digital manga,4.88,1568,5899
37749,Turning Mecard R,"['Cars', 'Game', 'Kids', 'Mecha']",TV,26,[],Original,4.58,26,137
37750,Turning Mecard W: Vandyne-ui Bimil,"['Adventure', 'Cars', 'Game', 'Kids', 'Mecha']",TV,6,[],Original,4.88,26,131
37751,Turning Mecard W: Vandyne-ui Bimil - Teugbyeolpan,"['Adventure', 'Cars', 'Game', 'Kids', 'Mecha']",Movie,1,[],Original,5.27,22,131
37752,Gonglyong Mecard,"['Game', 'Adventure', 'Cars', 'Kids', 'Mecha']",TV,52,[],Original,4.96,27,175
37753,Wonder Gravity: Pino To Juuryoku Tsukai,"['Fantasy', 'Game']",ONA,1,[],Game,5.6,63,198
37755,Golden Kamuy: Golden Douga Gekijou,['Comedy'],ONA,22,['Geno Studio'],Manga,6.21,407,2880
37760,Mecha-ude,"['Action', 'Sci-Fi', 'Mecha']",ONA,1,['TriF Studio'],Original,7.09,3576,9819
37762,Chiisana Kinomi,"['Music', 'Kids']",Music,1,[],Original,4.67,21,73
37764,Mobile Suit Gundam NT,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",Movie,1,['Sunrise'],Novel,6.84,2684,7675
37765,Mobile Suit Gundam: Hathaway's Flash,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",Movie,1,['Sunrise'],Novel,,0,2129
37767,Xingfu Lushang,['Drama'],Movie,1,[],Original,6.95,58,272
37769,Aguu: Tensai Ningyou,"['Action', 'Drama', 'Supernatural']",TV,12,['Studio Deen'],Web manga,5.58,1349,5368
37773,"Yuru Yuri,","['Slice of Life', 'Comedy', 'School', 'Shoujo Ai']",OVA,1,['Lay-duce'],Manga,7.74,1640,13518
37775,Slide,"['Music', 'Sports']",ONA,1,[],Original,6.1,73,169
37776,Kirari Kagayaku,"['Music', 'Romance', 'Slice of Life']",ONA,1,[],Original,6.1,64,155
37777,"Chiisana Tayori, Ookina Tayori.","['Drama', 'Music']",ONA,1,[],Original,6.12,96,202
37778,Pastel Life,"['Music', 'Slice of Life']",TV,6,['Studio A-CAT'],Unknown,6.64,1783,3714
37779,Yakusoku no Neverland,"['Sci-Fi', 'Mystery', 'Horror', 'Psychological', 'Thriller', 'Shounen']",TV,12,['CloverWorks'],Manga,8.69,261467,482619
37780,Okojo to Yamane,"['Slice of Life', 'Comedy']",TV,26,[],Other,6,17,681
37781,Overlord: Ple Ple Pleiades 3,"['Action', 'Comedy', 'Fantasy', 'Magic']",ONA,13,['Studio PuYUKAI'],Light novel,6.88,5809,13769
37784,Toki no Kousa,['Dementia'],Special,1,['CLAP'],Original,5.78,273,832
37786,Yagate Kimi ni Naru,"['Romance', 'School', 'Shoujo Ai']",TV,13,['TROYCA'],Manga,8.01,46596,124574
37787,Space Bug,"['Adventure', 'Space']",TV,26,"['Studio W.Baba', 'P.I.C.S.']",Original,6.12,42,468
37789,Tenchi Muyou! Ryououki 3rd Season Picture Drama,"['Slice of Life', 'Comedy']",Special,5,[],Original,6.5,92,552
37790,"Taisetsu na Kazoku wo Tsutsumu, Sono Te.",['Slice of Life'],ONA,1,['G-angle'],Original,6.12,56,148
37792,Hanasu na★,['Dementia'],Special,1,[],Original,5.33,122,334
37798,Chaechaepong Kimchi Pong,"['Adventure', 'Kids', 'Fantasy']",TV,26,[],Original,6.3,10,56
37799,Tokyo Ghoul:re 2nd Season,"['Action', 'Drama', 'Horror', 'Mystery', 'Psychological', 'Seinen', 'Supernatural']",TV,12,"['Studio Pierrot', 'Pierrot Plus']",Manga,6.44,109685,246817
37801,Gori Papa Ikka no Nougyou wa Omoshiroi,['Slice of Life'],ONA,1,[],4-koma manga,5.76,29,92
37802,Ongeki,['Slice of Life'],ONA,1,['J.C.Staff'],Game,5.59,86,243
37804,Shirobako Movie,"['Comedy', 'Drama']",Movie,1,['P.A. Works'],Original,,0,20238
37806,Gunjou no Magmell,"['Action', 'Adventure', 'Super Power', 'Fantasy', 'Shounen']",TV,13,['Pierrot Plus'],Manga,6.07,19594,62429
37807,Princess Principal: Crown Handler 1,"['Action', 'Mystery', 'Historical']",Movie,1,['Actas'],Original,,0,17674
37814,Inazuma Eleven: Reloaded - Soccer no Henkaku,['Sports'],Special,1,['OLM'],Game,7.14,1256,2744
37816,Bandoe Sareoriratda,['Comedy'],Movie,1,[],Unknown,6.8,15,174
37818,Osomatsu-san x Mameshiba,['Parody'],Special,,[],Original,6.07,45,752
37822,Douluo Dalu 2nd Season,"['Action', 'Adventure', 'Historical', 'Supernatural', 'Martial Arts', 'Fantasy']",ONA,,[],Novel,7.89,1358,5273
37823,Conception,"['Action', 'Adventure', 'Harem', 'Magic', 'Romance', 'Fantasy']",TV,12,['Gonzo'],Game,4.95,15737,59601
37825,Yukimi-ka no Nichijou wa Honwari de Shimeru,['Music'],ONA,1,[],Original,5.52,116,294
37826,Osake wa Fuufu ni Natte kara: Yuzu Atsukan,"['Comedy', 'Romance', 'Slice of Life']",ONA,1,['Creators in Pack'],Web manga,7.04,4943,13500
37827,Neko Kikaku,['Comedy'],Movie,1,[],Original,6.67,12,204
37828,Bokura no Nanokakan Sensou,"['Action', 'Comedy', 'Drama', 'Thriller']",Movie,,['Ajia-Do'],Novel,8.5,18,9106
37831,Sword Art Online Alternative: Gun Gale Online - Refrain,"['Action', 'Fantasy', 'Game', 'Military', 'Sci-Fi']",Special,1,['Studio 3Hz'],Light novel,6.48,8969,21285
37839,Boku wa Robot-goshi no Kimi ni Koi wo Suru Movie,"['Sci-Fi', 'Romance']",Movie,1,[],Novel,,0,3201
37842,Poputepipikku Specials,"['Comedy', 'Parody']",Special,3,[],4-koma manga,6.12,202,993
37843,"""Kiss Dekiru Gyoza"" x Mameshiba Movie","['Comedy', 'Parody']",Special,2,[],Other,5.06,89,249
37845,Very! Merry!! Session!!!,['Music'],Music,1,[],Original,5.39,206,355
37850,Elleair x Kamiusagi Rope,"['Comedy', 'Slice of Life']",ONA,,[],Original,4.74,31,169
37851,Kamiusagi Rope x Wacoal,"['Slice of Life', 'Comedy']",ONA,6,[],Original,5.54,13,124
37852,AriKiri,['Slice of Life'],ONA,4,[],Other,5.44,25,121
37853,Sanuki Eiga-sai Opening Eizou,"['Dementia', 'Music']",Movie,2,[],Original,5.13,57,123
37854,Aioi Ai oi,['Music'],Special,2,[],Original,4.96,73,154
37856,Hakyuu Houshin Engi Recap,"['Adventure', 'Demons', 'Fantasy', 'Shounen', 'Supernatural']",Special,1,['C-Station'],Manga,5.16,297,833
37857,Guilty Gear X,"['Action', 'Game', 'Super Power', 'Martial Arts']",Special,1,[],Game,6.26,71,216
37858,Free! Movie 1: Timeless Medley - Kizuna: Character Butai Aisatsu,['Comedy'],Movie,4,['Kyoto Animation'],Original,6.65,329,2485
37859,Free! Movie 2: Timeless Medley - Yakusoku: Character Butai Aisatsu,['Comedy'],Movie,4,['Kyoto Animation'],Original,6.59,323,2348
37860,Free!: Take Your Marks: Character Butai Aisatsu,['Comedy'],Movie,4,['Kyoto Animation'],Original,6.62,335,2609
37863,Diamond Fusion,['Music'],Music,1,[],Game,7.23,586,1290
37864,China KFC x Gintama,['Comedy'],ONA,1,['Bandai Namco Pictures'],Unknown,7.15,803,2277
37865,Pokemon: Aki no Special,"['Action', 'Adventure', 'Kids', 'Fantasy']",Special,1,['OLM'],Game,5.96,130,423
37866,Uchuu Senkan Tiramisù Specials,"['Sci-Fi', 'Slice of Life', 'Space', 'Comedy', 'Mecha', 'Seinen']",Special,3,['Gonzo'],Web manga,6.36,1201,2566
37867,Dare no Tame ni Sakura wa Saku,['Music'],Music,1,[],Original,5.24,58,121
37869,BanG Dream! 2nd Season,['Music'],TV,13,['SANZIGEN'],Manga,7.73,6935,17726
37870,BanG Dream! 3rd Season,['Music'],TV,,['SANZIGEN'],Manga,,1,6535
37873,BanG Dream! Garupa☆Pico,"['Music', 'Comedy']",TV,26,"['SANZIGEN', 'DMM.futureworks']",Manga,7.84,4316,9627
37875,KakoPad: Nagaoka Hanabi Monogatari,"['Historical', 'Kids', 'Sci-Fi']",ONA,1,[],Original,5.31,29,97
37876,Midori-chan,"['Game', 'Music']",ONA,,[],Game,6.09,11,130
37877,Promedicus,['School'],ONA,4,[],Original,5.64,52,171
37878,Sanpou Shoujo,"['Historical', 'Kids']",Movie,1,[],Novel,7.8,10,86
37879,Benghuai 3: Reburn,"['Action', 'Mecha']",Special,1,['Dancing CG Studio'],Game,7.08,498,1235
37881,Naniiro no Nani,"['Music', 'Slice of Life']",ONA,1,[],Original,5.89,177,414
37884,Golden Kamuy OVA,"['Action', 'Adventure', 'Historical', 'Seinen']",OVA,1,['Geno Studio'],Manga,7.16,3688,11094
37885,Dragon Ball Heroes,"['Action', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",ONA,,['Toei Animation'],Game,5.6,11938,37567
37886,Wo Shi Jiang Xiaobai (2018),"['Drama', 'Romance', 'Slice of Life']",ONA,1,['2:10 Animation'],Original,7.29,425,1683
37887,Huan Jie Wang,"['Action', 'Adventure', 'Magic', 'Fantasy', 'Shounen']",ONA,20,[],Web manga,6.77,415,2035
37888,Tian Yu,"['Action', 'Adventure', 'Demons', 'Fantasy', 'Magic']",ONA,13,['Sparkly Key Animation Studio'],Game,6.63,43,273
37890,Oshi ga Budoukan Ittekuretara Shinu,"['Comedy', 'Music', 'Seinen']",TV,,['8bit'],Manga,,0,3978
